District,Facility classification (large),Facility classification (small),Model,Operating institution,Rapid charging amount,Charger type,Charger ID,latitude,longitude
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,82,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,83,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,84,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,85,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,86,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,87,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,88,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,89,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,90,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,91,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,92,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,93,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,94,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,95,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,96,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,97,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,98,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,99,37.5542175,126.9634093
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,31,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,32,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,33,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,34,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,35,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,36,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,37,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,38,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,39,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,40,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,41,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,42,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,43,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,44,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,45,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,46,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,47,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,48,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,49,37.5978717,127.01779
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,50,37.5978717,127.01779
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.5630998,127.0268121
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.5630998,127.0268121
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5456175,126.9487941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5456175,126.9487941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5456175,126.9487941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5456175,126.9487941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5456175,126.9487941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5456175,126.9487941
Jung-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.564943,126.9855579
Jung-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,2,37.564943,126.9855579
Seongbuk-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,1,37.59673009999999,126.9916129
Seongbuk-gu,Educational and Cultural Facility,School,Slow,Other Agency,,AC Slow,2,37.59673009999999,126.9916129
Dongjak-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.5052838,126.9237468
Mapo-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.5587965,126.9222507
Guro-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,1,37.4959912,126.845321
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4959912,126.845321
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.5138585,127.051486
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.5138585,127.051486
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,2,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,3,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,4,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,5,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,6,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,7,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,8,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,9,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,10,37.5657688,126.8178704
Gangseo-gu,Public Facility,Government Office,Slow,Other Agency (Subsidized),,AC Slow,11,37.5657688,126.8178704
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,2,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,3,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,4,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,5,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,6,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,7,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,8,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,9,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,10,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,11,37.5397762,127.0545272
Seongdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,12,37.5397762,127.0545272
Eunpyeong-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.6079138,126.9138505
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.542122,126.9358069
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.542122,126.9358069
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5718918,126.8085169
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5718918,126.8085169
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5718918,126.8085169
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5718918,126.8085169
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5718918,126.8085169
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5600841,126.928007
Seongdong-gu,Educational and Cultural Facility,Education Institute,Slow,Other Agency,,AC Slow,1,37.5466656,127.0443846
Seongdong-gu,Educational and Cultural Facility,Education Institute,Slow,Other Agency,,AC Slow,2,37.5466656,127.0443846
Dongdaemun-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.58694060000001,127.0570041
Gwanak-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.4781989,126.9157349
Geumcheon-gu,Parking Facility,Park Parking Lot,Slow,Other Agency,,AC Slow,1,37.4531325,126.904131
Geumcheon-gu,Parking Facility,Park Parking Lot,Slow,Other Agency,,AC Slow,2,37.4531325,126.904131
Geumcheon-gu,Parking Facility,Park Parking Lot,Slow,Other Agency,,AC Slow,3,37.4531325,126.904131
Jung-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.5555215,126.9738608
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,1,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,22,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,23,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,27,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,28,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,29,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,30,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,24,37.5632153,127.0367465
Seongdong-gu,Public Facility,Government Office,Slow,Other Agency,,AC Slow,25,37.5632153,127.0367465
Songpa-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.514527,127.1157255
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5595407,126.8193505
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5595407,126.8193505
Gangnam-gu,Apartment Complex Facility,Villa,Slow,Other Agency,,AC Slow,1,37.4795087,127.0487812
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.5111034,127.0939188
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.5111034,127.0939188
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.5213252,126.9046638
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,2,37.5213252,126.9046638
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,3,37.5213252,126.9046638
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,4,37.5213252,126.9046638
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,5,37.5213252,126.9046638
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,6,37.5213252,126.9046638
Yeongdeungpo-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,7,37.5213252,126.9046638
Gangdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,1,37.5581855,127.1586598
Gangdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,2,37.5581855,127.1586598
Gangdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,3,37.5581855,127.1586598
Gangdong-gu,Apartment Complex Facility,Business Office,Slow,Other Agency,,AC Slow,4,37.5581855,127.1586598
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.55104650000001,127.0309542
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.55104650000001,127.0309542
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.5542175,126.9634093
Jung-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.5542175,126.9634093
