"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"484";"폐업";"서울특별시 마포구 성산동 277-5 ";"서울특별시 마포구 성산로2길 13  (성산동)";"영풍석유";1989-04-14;"20110713"
"485";"영업/정상";"서울특별시 구로구 가리봉동 89-2 ";"서울특별시 구로구 디지털로27길 131 (가리봉동)";"경일석유";1989-04-19;NA
"486";"영업/정상";"서울특별시 양천구 신정동 151-20";"서울특별시 양천구 목동로 17 (신정동)";"에이치디현대오일뱅크(주)직영 양천셀프주유소";1989-04-20;NA
"487";"폐업";"서울특별시 강동구 암사동 513-27 ";"서울특별시 강동구 올림픽로 749 (암사동)";"현대오일뱅크(주) 직영 암사셀프주유소";1989-04-20;"20211108"
"488";"영업/정상";"서울특별시 구로구 구로동 685-500";"서울특별시 구로구 구일로 94 (구로동)";"SK구로주유소";1989-04-26;NA
"489";"폐업";"서울특별시 서초구 양재동 85 ";"서울특별시 서초구 논현로27길 15 (양재동)";"양재석유";1989-04-28;"20140407"
"490";"폐업";"서울특별시 관악구 신림동 497-5 ";"서울특별시 관악구 신사로 134  (신림동)";"(주)중앙에너비스보라매지점";1989-05-02;"20110615"
"491";"폐업";"서울특별시 강북구 미아동 760-124 ";"서울특별시 강북구 삼양로 234  (미아동)";"대건주유소";1989-05-17;"20110315"
"492";"영업/정상";"서울특별시 강남구 논현동 8-11 ";"서울특별시 강남구 논현로 747 (논현동)";"(주)에스에스모터스 논현주유소 지점";1989-05-23;NA
"493";"폐업";"서울특별시 강남구 역삼동 726-13 ";"서울특별시 강남구 논현로 426 (역삼동)";"지에스칼텍스(주)역삼주유소";1989-05-23;"20180531"
"494";"폐업";"서울특별시 송파구 문정동 35-8 ";"서울특별시 송파구 동남로8길 30-36  (문정동)";"구성칼텍스";1989-05-26;"20100315"
"495";"폐업";"서울특별시 서초구 양재동 225,226 ";NA;"(주)파이시티";1989-05-30;NA
"496";"영업/정상";"서울특별시 마포구 합정동 396-9 ";"서울특별시 마포구 희우정로 18 (합정동)";"서해에너지";1989-06-01;NA
"497";"폐업";"서울특별시 마포구 도화동 1-62 ";"서울특별시 마포구 새창로4나길 21  (도화동)";"도화석유";1989-06-05;"20070731"
"498";"폐업";"서울특별시 강동구 성내동 164-1 ";"서울특별시 강동구 천호대로 1078 (성내동)";"강동역주유소";1989-06-09;"20030514"
"499";"영업/정상";"서울특별시 동대문구 답십리동 2-51";"서울특별시 동대문구 한천로 81 (답십리동)";"오동나무주유소";1989-06-12;NA
"500";"폐업";"서울특별시 강서구 내발산동 701-7 ";"서울특별시 강서구 강서로 291 (내발산동)";"(주)발산주유소";1989-06-15;NA
"501";"영업/정상";"서울특별시 서초구 양재동 356-7";"서울특별시 서초구 강남대로2길 39 (양재동)";"현대석유얼음";1989-06-15;NA
"502";"영업/정상";"서울특별시 강남구 도곡동 543-2 SK 진달래주유소";"서울특별시 강남구 도곡로 208 (도곡동)";"SK에너지(주)진달래주유소";1989-06-20;NA
"503";"폐업";"서울특별시 중구 신당동 354-11 ";"서울특별시 중구 동호로11나길 6 (신당동)";"이천상회";1989-06-29;"20151231"
"504";"폐업";"서울특별시 서초구 방배동 810-1 ";"서울특별시 서초구 방배로 218  (방배동)";"대양주유소";1989-07-04;NA
"505";"폐업";"서울특별시 서초구 방배동 983-40";"서울특별시 서초구 방배로 66 (방배동)";"선우상사 Q엔느";1989-07-04;NA
"506";"폐업";"서울특별시 마포구 창전동 402-64 ";"서울특별시 마포구 독막로 134 (창전동)";"서강주유소";1989-07-05;"20210630"
"507";"폐업";"서울특별시 강남구 청담동 98-8 ";"서울특별시 강남구 도산대로 459  (청담동)";"로데오주유소";1989-07-05;"20110125"
"508";"폐업";"서울특별시 강남구 포이동 212-6 ";NA;"포이동주유소";1989-07-05;NA
"509";"폐업";"서울특별시 용산구 한강로3가 40-969 ";"서울특별시 용산구 청파로20길 83 (한강로3가)";"(주)서부티엔디";1989-07-07;NA
"510";"폐업";"서울특별시 은평구 신사동 40-2 ";"서울특별시 은평구 가좌로 319 (신사동)";"흥일주유소";1989-07-19;"20150520"
"511";"폐업";"서울특별시 종로구 숭인동 217-16 ";"서울특별시 종로구 종로62길 23  (숭인동)";"동남석유";1989-08-01;NA
"512";"영업/정상";"서울특별시 성북구 동선동5가 40";"서울특별시 성북구 아리랑로4길 17 (동선동5가)";"풍성석유";1989-08-24;NA
"513";"폐업";"서울특별시 은평구 역촌동 22-12 ";"서울특별시 은평구 연서로 68 (역촌동)";"역촌동주유소";1989-08-26;"20130530"
"514";"영업/정상";"서울특별시 서초구 서초동 1632-1";"서울특별시 서초구 사임당로 116 (서초동)";"에이치디현대오일뱅크(주)직영서초제일주유소";1989-08-28;NA
"515";"영업/정상";"서울특별시 구로구 구로동 317-90 ";"서울특별시 구로구 구로중앙로15길 55 (구로동)";"신신석유";1989-08-28;NA
"516";"영업/정상";"서울특별시 양천구 신월동 474-4";"서울특별시 양천구 중앙로 331 (신월동)";"삼미상사(주)신월IC셀프주유소";1989-08-31;NA
"517";"폐업";"서울특별시 관악구 남현동 1054-6 ";"서울특별시 관악구 남부순환로 2014 (남현동)";"남현주유소";1989-09-01;"20210630"
"518";"영업/정상";"서울특별시 관악구 신림동 616-1";"서울특별시 관악구 난곡로 206 (신림동)";"지에스칼텍스(주) 난곡주유소";1989-09-07;NA
"519";"폐업";"서울특별시 강동구 둔촌동 98-65 ";"서울특별시 강동구 진황도로 203-6 (둔촌동)";"대명석유";1989-09-21;"20151123"
"520";"폐업";"서울특별시 구로구 오류동 6-42 ";"서울특별시 구로구 경인로 175 (오류동)";"SK네트웍스(주) 태경주유소";1989-09-29;"20170501"
"521";"폐업";"서울특별시 금천구 독산동 1005-5 (독산역길 104) ";"서울특별시 금천구 범안로 1155 (독산동)";"동남주유소";1989-09-29;NA
"522";"폐업";"서울특별시 송파구 가락동 158-9 ";"서울특별시 송파구 오금로38가길 17  (가락동)";"진성석유";1989-09-29;"20080820"
"523";"영업/정상";"서울특별시 서초구 원지동 10-16 외 7필지";"서울특별시 서초구 양재대로12길 73-71 (원지동)";"(주)에이치앤디이 서울만남의광장주유소";1989-10-04;NA
"524";"폐업";"서울특별시 성동구 성수동1가 656-396 ";"서울특별시 성동구 왕십리로10길 15  (성수동1가)";"영진 석유";1989-10-06;"20131115"
"525";"폐업";"서울특별시 광진구 군자동 117-39 ";"서울특별시 광진구 동일로52길 10  (군자동)";"OK에너지";1989-10-11;"20070919"
"526";"영업/정상";"서울특별시 도봉구 창동 603-84";"서울특별시 도봉구 덕릉로 267 (창동)";"대성산업(주)신창주유소";1989-10-13;NA
"527";"폐업";"서울특별시 도봉구 방학동 725-9,5,20호 ";"서울특별시 도봉구 방학로 21 (방학동)";"(주)소모에너지엔테크놀러지 신중계주유소";1989-10-13;"20191021"
"528";"영업/정상";"서울특별시 강동구 성내동 108-9 ,107-7";"서울특별시 강동구 올림픽로 578 (성내동)";"(주)소모 성내주유소";1989-10-14;NA
"529";"폐업";"서울특별시 송파구 방이동 108-9 ";"서울특별시 송파구 백제고분로 453 (방이동)";"송파SK";1989-10-16;NA
"530";"영업/정상";"서울특별시 관악구 신림동 1641-58";"서울특별시 관악구 신림로 290 (신림동)";"신관주유소";1989-10-23;NA
"531";"폐업";"서울특별시 서초구 서초동 1564-2 ";"서울특별시 서초구 서초대로48길 103  (서초동)";"서초대성석유";1989-10-31;"20100205"
"532";"폐업";"서울특별시 강남구 신사동 547-12 ";"서울특별시 강남구 압구정로14길 24  (신사동)";"삼보석유";1989-11-09;NA
"533";"폐업";"서울특별시 광진구 군자동 127-20 ";"서울특별시 광진구 동일로 252  (군자동)";"거봉석유";1989-11-11;"20110601"
"534";"폐업";"서울특별시 광진구 구의동 210-7  ";NA;"남원석유";1989-11-22;NA
"535";"폐업";"서울특별시 광진구 자양동 228-206 ";NA;"미진석유";1989-11-30;NA
"536";"폐업";"서울특별시 강동구 천호동 366-1 ";"서울특별시 강동구 올림픽로78길 15-4 (천호동)";"부기석유";1989-12-01;"20210331"
"537";"폐업";"서울특별시 서초구 양재동 352-7 ";"서울특별시 서초구 강남대로2길 24 (양재동)";"(주)대호유류판매";1989-12-03;"20140407"
"538";"폐업";"서울특별시 은평구 불광동 1-211 ";NA;"불광동주유소";1989-12-04;"20080116"
"539";"폐업";"서울특별시 강동구 길동 368-5 ";"서울특별시 강동구 양재대로 1509 (길동)";"(주)선우지에스엠 Q엔느 강동주유소";1989-12-07;NA
"540";"폐업";"서울특별시 마포구 대흥동 9 ";"서울특별시 마포구 대흥로 147  (대흥동)";"시민석유";1989-12-23;"20070829"
"541";"폐업";"서울특별시 광진구 자양동 52-217 ";NA;"대진석유";1989-12-28;NA
"542";"폐업";"서울특별시 송파구 거여동 14-6 ";"서울특별시 송파구 오금로51길 12 (거여동)";"삼성석유상사";1990-01-20;"20170412"
"543";"영업/정상";"서울특별시 강남구 일원동 645-13";"서울특별시 강남구 양재대로55길 3 (일원동)";"일원주유소";1990-01-24;NA
"544";"영업/정상";"서울특별시 동대문구 용두동 102-133";"서울특별시 동대문구 천호대로17길 44 (용두동)";"고대에너지";1990-02-05;NA
"545";"폐업";"서울특별시 양천구 신월동 113-22 ";"서울특별시 양천구 월정로27길 10 (신월동)";"유공석유";1990-02-15;"20210407"
"546";"영업/정상";"서울특별시 송파구 잠실동 212-2 ";"서울특별시 송파구 석촌호수로12길 19-5 (잠실동)";"잠실석유";1990-02-21;NA
"547";"폐업";"서울특별시 송파구 오금동 137-5 ";"서울특별시 송파구 성내천로 93 (오금동)";"대한석유";1990-02-21;"20201020"
"548";"폐업";"서울특별시 은평구 갈현동 267-56 ";"서울특별시 은평구 갈현로29길 55  (갈현동)";"대창석유";1990-02-22;NA
"549";"폐업";"서울특별시 은평구 갈현동 504-62 ";"서울특별시 은평구 갈현로 229  (갈현동)";"일성석유";1990-03-02;NA
"550";"영업/정상";"서울특별시 송파구 석촌동 155-16 ";"서울특별시 송파구 석촌호수로20길 16 (석촌동)";"(주)남도에너지";1990-03-20;NA
"551";"폐업";"서울특별시 서대문구 창천동 4-80 ";"서울특별시 서대문구 명물길 76-5  (창천동)";"신촌석유";1990-03-30;NA
"552";"영업/정상";"서울특별시 성북구 돈암동 627-1 ";"서울특별시 성북구 정릉로44길 13-4  (돈암동)";"태광석유";1990-04-06;NA
"553";"폐업";"서울특별시 중구 남대문로5가 695 ";NA;"공주사";1990-04-09;"20040429"
"554";"폐업";"서울특별시 서대문구 대현동 45-16 ";"서울특별시 서대문구 이화여대2길 16  (대현동)";"대일석유";1990-04-18;NA
"555";"폐업";"서울특별시 강남구 삼성동 71-9 ";"서울특별시 강남구 봉은사로 503 (삼성동)";"SK네트웍스(주)오천주유소";1990-04-24;NA
"556";"영업/정상";"서울특별시 송파구 오금동 4-1";"서울특별시 송파구 위례성대로 188 (오금동)";"에이치디현대오일뱅크(주)직영 올림픽셀프주유소";1990-04-26;NA
"557";"폐업";"서울특별시 동작구 상도동 307-5 ";NA;"쌍용석유";1990-05-16;NA
"558";"폐업";"서울특별시 강동구 천호동 312-1 ";"서울특별시 강동구 천중로15길 51 (천호동)";"동남석유판매";1990-05-16;"20201201"
"559";"폐업";"서울특별시 양천구 목동 781-20 ";"서울특별시 양천구 목동중앙서로7길 39  (목동)";"만년석유";1990-05-23;NA
"560";"폐업";"서울특별시 서초구 반포동 44-4 ";"서울특별시 서초구 서초중앙로 195  (반포동)";"삼풍석유주유소";1990-05-29;"20110610"
"561";"폐업";"서울특별시 마포구 도화동 353 현대홈타운아파트 207동 208호";NA;"신안석유";1990-06-13;NA
"562";"폐업";"서울특별시 강서구 방화동 607-100 17통4반 ";"서울특별시 강서구 방화동로12나길 19  (방화동)";"신안석유";1990-06-13;NA
"563";"폐업";"서울특별시 강남구 대치동 942-4 ";"서울특별시 강남구 삼성로 434  (대치동)";"미래주유소";1990-06-18;"20090911"
"564";"폐업";"서울특별시 양천구 목동 497-7 ";"서울특별시 양천구 목동중앙본로 101  (목동)";"천일석유";1990-06-22;"20040514"
"565";"폐업";"서울특별시 영등포구 영등포동4가 116-6 ";"서울특별시 영등포구 영신로32길 18-1 (영등포동4가)";"대일석유";1990-06-28;"20170228"
"566";"영업/정상";"서울특별시 성동구 금호동4가 1526 ";"서울특별시 성동구 매봉길 22 (금호동4가)";"경일 석유";1990-08-01;NA
"567";"영업/정상";"서울특별시 양천구 신정동 1024-1 ";"서울특별시 양천구 신월로36길 11 (신정동)";"제일석유";1990-08-09;NA
"568";"폐업";"서울특별시 성북구 종암동 7-19 ";"서울특별시 성북구 종암로14길 32-3  (종암동)";"극동석유";1990-08-28;"20080101"
"569";"폐업";"서울특별시 강남구 역삼동 831-23 ";"서울특별시 강남구 강남대로 350  (역삼동)";"대원주유소";1990-08-28;NA
"570";"폐업";"서울특별시 송파구 마천동 88-8 ";"서울특별시 송파구 마천로39길 38  (마천동)";"(주)거마이엔지";1990-08-28;NA
"571";"폐업";"서울특별시 용산구 보광동 264-69 ";"서울특별시 용산구 보광로14길 48 (보광동)";"중앙석유";1990-09-03;NA
"572";"폐업";"서울특별시 은평구 응암동 673-20 ";"서울특별시 은평구 가좌로6길 11  (응암동)";"동해석유";1990-09-03;"20080507"
"573";"폐업";"서울특별시 서초구 양재동 247-9 ";"서울특별시 서초구 언남1길 18  (양재동)";"경동석유";1990-09-04;NA
"574";"영업/정상";"서울특별시 성동구 송정동 73-515 ";"서울특별시 성동구 동일로 209-1 (송정동)";"명일";1990-09-06;NA
"575";"폐업";"서울특별시 은평구 대조동 225-9 ";"서울특별시 은평구 연서로18길 10  (대조동)";"동신석유";1990-09-13;NA
"576";"폐업";"서울특별시 동작구 상도동 203-36 ";"서울특별시 동작구 장승배기로 13  (상도동)";"준성석유";1990-09-14;NA
"577";"영업/정상";"서울특별시 구로구 개봉동 137-3";"서울특별시 구로구 경인로33라길 22 (개봉동)";"에스케이 석유";1990-09-17;NA
"578";"영업/정상";"서울특별시 관악구 신림동 666-14";"서울특별시 관악구 난곡로 108 (신림동)";"현대주유소";1990-09-18;NA
"579";"폐업";"서울특별시 광진구 중곡동 605-4 ";"서울특별시 광진구 용마산로 186 (중곡동)";"중산주유소";1990-09-21;"20130131"
"580";"폐업";"서울특별시 중랑구 면목동 166-47 ";"서울특별시 중랑구 사가정로 341 (면목동)";"대농2주유소";1990-09-27;"20170821"
"581";"영업/정상";"서울특별시 송파구 마천동 212-8";"서울특별시 송파구 성내천로 283 (마천동)";"(주)베스트이엔지";1990-09-29;NA
"582";"폐업";"서울특별시 강동구 천호동 322-8 ";"서울특별시 강동구 상암로4길 87 (천호동)";"이에스(E.S)에너지";1990-10-16;"20161222"
"583";"영업/정상";"서울특별시 은평구 응암동 592-34 ";"서울특별시 은평구 응암로9길 18 (응암동)";"대림석유";1990-10-31;NA
