"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"1445";" Open / Normal ";" Seoul Gangnam-gu Daechi-dong 2-7 Daechi-dong gas station ";" Seoul Gangnam-gu Southern Ring Road 3170, Daechi-dong Gas station ( Daechi-dong )";" GS Caltex Co. , Ltd. Hangyeoul Gas Station ";2002-07-10;NA
"1446";" Closed ";" Seoul Metropolitan City Gangseo-gu Gayang-dong 54-6 The Live Gold Tower ";" Seoul Gangseo-gu 400-12 Yangcheon-ro , The Live Gold Tower ( Gayang-dong )";" Corson Co. , Ltd. Gayang Yeongbo Gas Station ";2002-07-15;"2017-10-10"
"1447";" Open / Normal ";" Seoul Metropolitan City Gangseo-gu Gonghang-dong 281 International Cargo Terminal 318-4 ";NA;" Aerofield Co. , Ltd .";2002-07-16;NA
"1448";" Closed ";" Seoul Metropolitan City Dongjak-gu Noryangjin-dong 231-160 ";" Seoul Dongjak-gu 134-1 Jangseungbaegi-ro ( Noryangjin-dong )";" SM Co., Ltd. S Chemicals ";2002-07-18;NA
"1449";" Closed ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 833-32 ";" Seoul Seocho-gu 46 Bangbae- ro 27- gil ( Bangbae-dong )";" Daesin Oil Painting ";2002-07-22;NA
"1450";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Dorim-dong 71 6 whole 6 and a half ";" Seoul Yeongdeungpo-gu 151 Dosin-ro ( Dorim-dong )";" Gangseo Gas Station ";2002-07-23;NA
"1451";" Open / Normal ";" Seoul Jungnang-gu Myeonmok-dong 528 19 barrels 4 and a half ";" Seoul Jungnang-gu 309 Yongmasan-ro ( Myeonmok-dong )";" Yongmaro Gas Station ";2002-08-05;NA
"1452";" Closed ";" Seoul Metropolitan City Yongsan-gu Galwol-dong 103-17 ";NA;" Hanjin Heavy Industries Co. , Ltd. Namyeong-dong Gas Station ";2002-08-07;NA
"1453";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Daerim-dong 778-44 ";" Seoul Yeongdeungpo-gu 313 Gamasan-ro ( Daerim-dong )";" Donga Gas Station ";2002-08-14;NA
"1454";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Daerim-dong 689-1 ";" Seoul Yeongdeungpo-gu 198 Daerim- ro ( Daerim-dong )";" Yujin Co. , Ltd . ";2002-08-26;NA
"1455";" Closed ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 188-8 ";" Seoul Gangnam-gu 76 Gangnam-daero 120- gil ( Nonhyeon-dong )";" Samsung Petroleum ";2002-08-27;NA
"1456";" Closed ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 188-8 ";" Seoul Gangnam-gu 76 Gangnam-daero 120- gil ( Nonhyeon-dong )";" Samsung Petroleum ";2002-08-27;"20200421"
"1457";" Closed ";" Seoul Metropolitan City Gangnam-gu Daechi-dong 996-1 Mirae Asset Venture Tower 9th floor ";" Seoul Gangnam-gu 620 Teheran- ro ( Daechi-dong , Mirae Asset Venture Tower 9th floor )";" BIZMRO Co., Ltd .";2002-08-31;NA
"1458";" Closed ";" Seoul Metropolitan City Gwangjin-gu 236-1 Junggok-dong ";" Seoul Gwangjin-gu 419 Dongil -ro ( Junggok-dong )";" Jooyoung Industry ";2002-09-27;NA
"1459";" Closed ";" Seoul Metropolitan City Gangnam-gu #519 , Samhwan Art Nouveau 2, 938 Daechi- dong ";NA;" Daehan Energy Co., Ltd . ";2002-09-27;NA
"1460";" Closed ";" Seoul Metropolitan City Jongno-gu Ihwa-dong 124-1 ";" Seoul Jongno-gu 7-38 Yulgok- ro 17- gil ( Ihwa-dong )";" Defense Petroleum ";2002-10-04;"20090406"
"1461";" Closed ";" Seoul Metropolitan City Gangdong-gu Seongnae-dong 463 ";" Seoul Gangdong-gu 38 Seongnae-ro 6 Ga-gil ( Seongnae-dong )";" Daewoo Petroleum Energy ";2002-10-16;"20130116"
"1462";" Closed ";" Seoul Metropolitan City Gangdong-gu Gil-dong 399-8 ";" Seoul Gangdong-gu Cheonho-daero 187 Gil 73-6 ( Gil-dong )";" Hope Energy ";2002-10-22;"20130219"
"1463";" Closed ";" Seoul Metropolitan City Mapo-gu 7-249 Gongdeok-dong ";" Seoul Mapo-gu Hyochangwon-ro 97 -gil 3 ( Gongdeok-dong )";" Woori Sanghoe ";2002-10-23;NA
"1464";" Cancel / Expunge / Expire / Suspend / Stop ";" Seoul Metropolitan Government Yangcheon-gu Sinjeong-dong 276 30th class 8th class Yangcheon Apartment Building 110 Room 103 ";NA; " Kyungdong Petroleum ";2002-10-23;NA
"1465";" Closed ";" Seoul Metropolitan City Gangseo-gu Hwagok-dong 342-25";" Seoul Gangseo-gu 8-29 Gangseo-ro 12- gil ( Hwagok-dong )";" Kyungdong Petroleum ";2002-10-28;"2023-03-31"
"1466";" Closed ";" Seoul Metropolitan City Dongjak-gu Noryangjin-dong 148-8";" Seoul Dongjak-gu Noryangjin-ro 172 ( Noryangjin-dong )";" Daesung Industrial Co., Ltd. Directly Managed 9 Gas Station ";2002-11-04;"20220615"
"1467";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Daerim-dong 1082-20 ";" Seoul Yeongdeungpo-gu Digital Road 350 ( Daerim-dong )";" Shindaerim Gas Station ";2002-11-07;"20120502"
"1468";" Open / Normal ";" Seoul Seocho-gu 743-4 Banpo-dong ";" Seoul Seocho-gu 26 Juheung 3- gil ( Banpo-dong )";" Daehan Energy ";2002-11-09;NA
"1469";" Closed ";" Seoul Metropolitan City Dongdaemun-gu 103-235 Jeonnong-dong ";" Seoul Dongdaemun-gu 37 Jeonnong- ro 37- gil ( Jeonnong-dong )";" Eternal Energy ";2002-11-11;"20190109"
"1470";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 1- ga 219-4 ";" Seoul Yeongdeungpo-gu 22 Seonyuseo-ro 30- gil ( Yangpyeong-dong 1- ga )";" Daecheon Petrochemical ";2002-11-14;"20200422"
"1471";" Closed ";" Seoul Metropolitan City Yongsan-gu 203-17 Ichon-dong ";" Seoul Yongsan-gu 5 Ichon-ro 18- gil ( Ichon-dong )";" Seoul Trading Company ";2002-11-25;NA
"1472";" Closed ";" Seoul Metropolitan City Yongsan-gu 203-17 Ichon-dong ";" Seoul Yongsan-gu 5 Ichon-ro 18- gil ( Ichon-dong )";" Seoul Trading Company ";2002-11-25;NA
"1473";" Closed ";" Seoul Metropolitan City Dongdaemun-gu Jangan-dong 415-15 ";NA;" Directly managed by Hyundai Oilbank Co. , Ltd. Hancheon Gas Station ";2002-11-26;"20140201"
"1474";" Closed ";" Seoul Metropolitan City Seocho-gu Room 504, Baekam-gu Building , 1303-34, Seocho- dong ";" Seoul Seocho-gu #459, Gangnam-daero , # 504 ( Seocho-dong , Baekam-gu Building )";" Daeryungpi . M ";2002-11-28;NA
"1475";" Open / Normal ";" Seoul Dongdaemun-gu Imun-dong 255-119";" Seoul Dongdaemun-gu 191 Imun-ro ( Imun-dong )";"( Co .) Gyeongdong Gas Station ";2002-12-04;NA
"1476";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Singil-dong 355-545 ";" Seoul Yeongdeungpo-gu 414 Gamasan-ro ( Singil-dong )";" Baekdu Energy Seongrak Gas Station ";2002-12-16;NA
"1477";" Closed ";" Seoul Metropolitan City Gangdong-gu Gil-dong 393-9 10 cans 6 and a half ";" Seoul Gangdong-gu 89-17 Cheonho-daero 185 Gil ( Gil-dong )";" Corporation Samsung Clean Energy ";2002-12-24;"20220720"
"1478";" Open / Normal ";" Seoul Gangdong-gu Myeongil-dong 305-5";" Seoul Gangdong-gu Yangjae-daero 151- gil 21 ( Myeongil-dong )";" Boogi Petroleum ";2002-12-31;NA
"1479";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 4 -ga 119 201 ";" Seoul Yeongdeungpo-gu 116 Yangpyeong-ro ( Yangpyeong-dong 4 -ga , 201)";" TCS Chem Co., Ltd. " ;2003-01-03;NA
"1480";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 11-11 ";" Seoul Yeongdeungpo-gu 43 Yeouiseo-ro ( Yeouido-dong )";" Commax Co. , Ltd. ";2003-01-15;NA
"1481";" Closed ";" Seoul Metropolitan City Songpa-gu Songpa-dong 20-7 ";" Seoul Songpa-gu 405 Baekjegobun-ro ( Songpa-dong )";" Dongseo Oil Co. , Ltd. Joy Gas Station ";2003-01-20;NA
"1482";" Open / Normal ";" Seoul Jung-gu Euljiro 3 -ga 5-6";" Seoul Jung-gu Euljiro 109 ( Euljiro 3- ga )";" Corporation Youngheung Chemical Company ";2003-01-21;NA
"1483";" Open / Normal ";" Seoul Nowon-gu Sanggye-dong 635-42 ";NA;" Solar Energy ";2003-01-24;NA
"1484";" Closed ";" Seoul Metropolitan City Jung-gu Jangyang-dong 1 ";" Seoul Jung-gu # 1203, 363, Samil-daero ( Jangjan-dong , Jangjan Building )";" Trasol Co. , Ltd .";2003-02-12;NA
"1485";" Closed ";" Seoul Metropolitan City Gangnam-gu Cheongdam-dong 72-1 ";" Seoul Gangnam-gu 521 Hakdong-ro ( Cheongdam-dong )";" Cheongdam gas station ";2003-02-18;"20091231"
"1486";" Open / Normal ";" Seoul Seocho-gu Bangbae-dong No. 810-21 810-22 ";" Seoul Seocho-gu 214 Bangbae-ro ( Bangbae-dong )";" Handok Gas Station ";2003-02-19;NA
"1487";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 17-4 ";" Seoul Yeongdeungpo-gu 7 , Gukhoe-daero 62- gil ( Yeouido-dong )";" Manhattan Public Works Co. , Ltd .";2003-02-24;"20170615"
"1488";" Closed ";" Seoul Metropolitan City Gangnam-gu Suseo-dong 713 Hyundai Ventureville 713 ";" Seoul Gangnam-gu 10 Bamgogae- ro 1- gil ( Suseo-dong , Hyundai Ventureville 713)";"OLEMO Company ";2003-02-26;NA
"1489";" Open / Normal ";" Seoul Yeongdeungpo-gu 256-4, Singil-dong ";" Seoul Yeongdeungpo-gu 13-1 Gamasan-ro 71- gil ( Singil-dong )";" Daekwang Oil Ice ";2003-02-28;NA
"1490";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 4 -ga 119 ";" Seoul Yeongdeungpo-gu 116 Yangpyeong-ro ( Yangpyeong-dong 4 -ga )";" Ijin Chemical Co. , Ltd .";2003-03-04;NA
"1491";" Open / Normal ";" Seoul Metropolitan City Seocho-gu Room 204 , Daewoo Plaza, 1038 Bangbae- dong ";" Seoul Seocho-gu 92 Hyoryeong-ro ( Bangbae-dong , Daewoo Plaza Room 204 )";" Hocheon Chemical Co. , Ltd .";2003-03-18;NA
"1492";" Closed ";" Seoul Metropolitan City Songpa-gu 2nd floor , Building A, 252-8 Jamsil- dong ";" Seoul Songpa-gu 87 Samjeon-ro ( Jamsil-dong , Building A, 2nd floor )";"( Burdick & Jackson Korea Co., Ltd . )";2003-03-24;NA
"1493";" Closed ";" Seoul Metropolitan City Mapo-gu # 201, Building 4 , Samsung Artville, 435-56 Mangwon- dong ";" Seoul Mapo-gu Room 201 , Building 4, 39, Worldcup- ro 31 - gil ( Mangwon-dong , Samsung Artville )";" Kyungshin Chemical ";2003-03-26;NA
"1494";" Closed ";" Seoul Metropolitan City Gangnam-gu 3rd floor , Seoksu Building, 113-8 Samseong-dong ";" Seoul Gangnam-gu 434 Bongeunsa-ro ( Samseong-dong , Seoksu Building 3rd floor )";" Foosung Corporation Co. , Ltd .";2003-03-26;"20090916"
"1495";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 11-11 ";" Seoul Yeongdeungpo-gu 43 Yeouiseo-ro ( Yeouido-dong )";" Chemex Co. , Ltd. ";2003-03-31;NA
"1496";" Closed ";" Seoul Metropolitan City Gwanak-gu 302-19 Sillim-dong ";" Seoul Gwanak-gu 236 Gwangsin-gil ( Sillim-dong )";" Daesung & Seowon Energy ";2003-04-02;"20220105"
"1497";" Open / Normal ";" Seoul Seongdong-gu Yongdap-dong 5-4";" Seoul Seongdong-gu 324 Cheonho-daero ( Yongdap- dong )";" Corporation Seoul Energy ";2003-04-04;NA
"1498";" Open / Normal ";" Seoul Guro-gu Room 402 , Dongwon Building , 104-1 Guro- dong ";" Seoul Guro-gu Gamasan-ro 27 Gil 11-23 ( Room 402 , Dongwon Building , Guro- dong )";" Taehan Chemical Co., Ltd. ";2003-04-07;NA
"1499";" Closed ";" Seoul Metropolitan City Gangnam-gu Yeoksam-dong 789-17 ";" Seoul Gangnam-gu 26 Nonhyeon-ro 71- gil ( Yeoksam-dong )";" Kyungil Industry ";2003-04-25;NA
"1500";" Open / Normal ";" Seoul Nowon-gu Hagye-dong 141-3 ";" Seoul Nowon-gu 294 Gongneung-ro ( Hagye-dong )";" Hagye Samho Gas Station ";2003-05-07;NA
"1501";" Closed ";" Seoul Metropolitan City Guro-gu Room 811 , Space Building , 212-26 Guro - dong ";NA;" Seongil Oil Painting Co., Ltd. ";2003-05-19;"20090902"
"1502";" Closed ";" Seoul Metropolitan City Gangbuk-gu Beondong 430-46 ";" Seoul Gangbuk-gu 20 Deokneung-ro 48- gil ( Beon-dong )";" Kangbuk Petroleum ";2003-05-20;NA
"1503";" Closed ";" Seoul Metropolitan City Gwanak-gu Bongcheon-dong 1626-52 ";" Seoul Gwanak-gu 97 Gwanak- ro 12- gil ( Bongcheon-dong )";" Hanmi Petrochemical ";2003-05-21;"20150402"
"1504";" Open / Normal ";" Seoul Gangseo-gu Hwagok-dong 868-17 14th class 7th class Hyundai Hitzville Room 201 ";" Seoul Gangseo-gu Room 201, 30, Gomdallae- ro 41 - gil ( Hwagok-dong , Hyundai Hitzville )";" Voice actor boss ";2003-05-22;NA
"1505";" Closed ";" Seoul Metropolitan City Gangbuk-gu Beondong 436-16 ";" Seoul Gangbuk-gu 3 Na-gil, 40 Deokneung-ro ( Beon-dong )";" Yonhap Petroleum ";2003-05-30;"20100607"
"1506";" Open / Normal ";" Seoul Yeongdeungpo-gu Dorim-dong 71";" Seoul Yeongdeungpo-gu 151 Dosin-ro ( Dorim-dong )";" Corporation Gangseo Oil ";2003-06-04;NA
"1507";" Closed ";" Seoul Metropolitan City Gangbuk-gu Beondong 106 ";" Seoul Gangbuk-gu 191 Wolgye- ro ( Beon-dong )";" Dream Garden Gas Station ";2003-06-04;NA
"1508";" Closed ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 982-2 ";" Seoul Seocho-gu 57 Bangbae-ro ( Bangbae -dong )";" Seonggu Company ";2003-06-04;NA
"1509";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 626-24 Eungam-dong ";" Seoul Eunpyeong-gu 35-14 Eungam- ro 20- gil ( Eungam-dong )";" Eunhyung Petroleum ";2003-06-25;NA
"1510";" Open / Normal ";" Seoul Eunpyeong-gu 101-78 Eungam-dong ";" Seoul Eunpyeong-gu 17 Eungam-ro 34- gil ( Eungam-dong )";" Same Energy ";2003-07-15;NA
"1511";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Jingwannae-dong 319-2 21 Tong 1 Class ";NA;" Same Energy ";2003-07-15;NA
"1512";" Open / Normal ";" Seoul Gangseo-gu Gayang-dong 281-1 ";NA;"SK Global Co., Ltd .";2003-07-16;NA
"1513";" Closed ";" Seoul Metropolitan City Seocho-gu Jamwon-dong 76 Hanshin City 21 # 909 ";" Seoul Seocho-gu 316 Banpo-daero ( Jamwon-dong , Hanshin City) 21 No. 909 )";" Feelcam Korea ";2003-07-16;"20181204"
"1514";" Closed ";" Seoul Metropolitan City Dongdaemun-gu Jangan-dong 164-2 ";NA;"SK Global Co. , Ltd. shared gas station ";2003-07-18;"20170719"
"1515";" Closed ";" Seoul Metropolitan City Seocho-gu Banpo-dong 12 Shinbanpo 15 Cha Apartment Building 42 Room 201 " ;NA;"SK Networks Co. , Ltd. Yeonhui Gas Station ";2003-07-18;NA
"1516";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Daerim-dong 667-9 ";" Seoul Yeongdeungpo-gu 379 Gamasan-ro ( Daerim-dong )";"SK Globyeol Co. , Ltd. Dangsan Gas Station ";2003-07-21;"20170615"
"1517";" Closed ";" Seoul Metropolitan City Songpa-gu Samjeon-dong 7-8 ";" Seoul Songpa-gu 199 Baekje Gobun-ro ( Samjeon-dong )";" SK Global Co. , Ltd. Atom Gas Station ";2003-07-21;NA
"1518";" Closed ";" Seoul Metropolitan City Seongdong-gu Yongdap-dong 236-1 ";" Seoul Seongdong-gu 446 Cheonho-daero ( Yongdap- dong )";"SK Global Co., Ltd. Gunja -dong Gas Station ";2003-07-22;NA
"1519";" Closed ";" Seoul Metropolitan City Seongdong-gu Yongdap-dong 2-3 ";" Seoul Seongdong-gu 320 Cheonho-daero ( Yongdap- dong )";"SK Global Co., Ltd. Jangan Gas Station ";2003-07-25;NA
"1520";" Open / Normal ";" Seoul Dongdaemun-gu Cheongnyangni-dong 56-7 ";" Seoul Dongdaemun-gu Wangsan-ro 43 Da-gil 6 ( Cheongnyangni-dong )";" Dongshin ";2003-07-25;NA
"1521";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 4 -ga 119 ";" Seoul Yeongdeungpo-gu 116 Yangpyeong-ro ( Yangpyeong-dong 4 -ga )";" Taebaek Chemical Co., Ltd . ";2003-07-25;NA
"1522";" Closed ";" Seoul Metropolitan City Gangseo-gu Gonghang-dong 1362-7 28 Section 3 Room 302 "; " Seoul Gangseo-gu Banghwa-daero 6- gil 24-6, Room 302 ( Gonghang-dong )";" Cheonji CAM";2003-08-05;"20050319"
"1523";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-216 ";" Seoul Seongdong-gu 146 Gwangnaru-ro ( Seongsu-dong 1- ga )";" Daeyang Industrial Co. , Ltd. Dongbu Gas Station ";2003-08-06;NA
"1524";" Closed ";" Seoul Metropolitan City Jungnang-gu Room 329 , Geumgang Livingtel, 646 Sinnae-dong ";NA;" save Oil painting ";2003-08-07;NA
"1525";" Closed ";" Seoul Metropolitan City Gwangjin-gu Gunja-dong 32 ";" Seoul Gwangjin-gu Myeonmok-ro 5- gil 14 ( Gunja-dong )";" Kyungdong Energy Sales ";2003-08-09;NA
"1526";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 603 Daeryung Building, 2, Mullae-dong 5 -ga ";" Seoul Yeongdeungpo-gu 27 Seonyu-ro ( Mullae-dong 5 -ga , Daeryung Building 603)";" Woonseong Trading Co. , Ltd .";2003-08-19;"20161020"
"1527";" Closed ";" Gyeonggi-do Yongin city Suji-gu Seongbok-dong 726 6th class 10th class Seongdong Village LG Village 3rd Building 312 Room 1701 ";NA;" Taeyoung Industry Co., Ltd. " ;2003-08-25;NA
"1528";" Closed ";" Seoul Metropolitan City Seongdong-gu Sangwangsimni-dong 16-13 ";NA;" ( Joyang Energy Co., Ltd. ) Saeona Gas Station ";2003-08-26;NA
"1529";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 505 Singil-dong ";" Seoul Yeongdeungpo-gu 147 Yeouidaebang-ro ( Singil -dong )";" Mirim Gas Station Co., Ltd. " ;2003-09-02;"20150325"
"1530";" Closed ";" Seoul Metropolitan City Gangnam-gu Room 613, Union Center , 837-11 Yeoksam- dong ";" Seoul Gangnam-gu 310 Gangnam-daero ( Yeoksam-dong , Union Center Room 613 )";"CTN Trading Company ";2003-09-03;NA
"1531";" Closed ";" Seoul Metropolitan City Gangdong-gu Room 714, Top Suite Officetel, 413-1 Gil-dong ";" Seoul Gangdong-gu #714, 15 Yangjae-daero 111 - gil ( Gil -dong , Top Suite Officetel )";" Sphalt Co. , Ltd. ";2003-09-03;NA
"1532";" Closed ";" Seoul Metropolitan City Seongdong-gu Oksu-dong 226 ";NA;" Lucky Energy ";2003-09-16;NA
"1533";" Open / Normal ";" Seoul Yongsan-gu Hannam-dong 726-370";" Seoul Yongsan-gu 204 Hannam-daero ( Hannam-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Hannam-dong gas station ";2003-09-25;NA
"1534";" Closed ";" Seoul Metropolitan City Yongsan-gu 739-11 Hannam-dong ";" Seoul Yongsan-gu 255 Itaewon- ro ( Hannam-dong )";"SK Networks Co., Ltd. Namsan Gas Station ";2003-09-25;NA
"1535";" Open / Normal ";" Seoul Yeongdeungpo-gu Mullae-dong 1 -ga 47-1 ";" Seoul Yeongdeungpo-gu 14 Gyeongin- ro 82- gil ( Mullae-dong 1- ga )";" Ghana Oil Trading Company ";2003-09-30;NA
"1536";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 1 -ga 31 ";" Seoul Yeongdeungpo-gu 13 Gyeongin- ro 112- gil ( Yeongdeungpo-dong 1- ga )";" Daekwang Petroleum ";2003-09-30;"20181112"
"1537";" Open / Normal ";" Seoul Metropolitan City Jungnang-gu Myeonmok-dong 161-17";" Seoul Jungnang-gu 600 Dongil-ro ( Myeonmok-dong )";" Daewon Gas Station ";2003-10-01;NA
"1538";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 426-90";" Seoul Yeongdeungpo-gu 822 Gyeongin-ro ( Yeongdeungpo-dong )";" Daekyung Dairy Products Co. , Ltd. Yeongdeungpo Hyundai Self ";2003-10-01;NA
"1539";" Closed ";" Seoul Metropolitan City Jungnang-gu 207-22, Junghwa-dong ";" Seoul Jungnang-gu 229 Mangu-ro ( Junghwa-dong )";" Directly managed by Hyundai Oilbank Co. , Ltd. Jungnang Bridge self Gas Station ";2003-10-01;"20220511"
"1540";" Closed ";" Seoul Metropolitan City Jungnang-gu 198-56 Myeonmok-dong ";" Seoul Jungnang-gu 57 Jungnangcheon-ro ( Myeonmok-dong )";" Gwangjin Gas Station ";2003-10-01;NA
"1541";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 3 -ga 80-2 ";" Seoul Yeongdeungpo-gu 195 Seonyu-ro ( Yangpyeong-dong 3 -ga )";"SK Energy Co., Ltd. Yangpyeong Gas Station ";2003-10-01;NA
"1542";" Open / Normal ";" Seoul Yeongdeungpo-gu Daerim-dong 667-9 ";" Seoul Yeongdeungpo-gu 379 Gamasan-ro ( Daerim-dong )";" Daekyung Dairy Co. , Ltd. Yeongdeungpo Jeil Self ";2003-10-01;NA
"1543";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Singil-dong 50-8";" Seoul Yeongdeungpo-gu 348 Yeongdeungpo-ro ( Singil-dong )";"SK Energy Co. , Ltd. Singil - dong Gas Station ";2003-10-01;NA
"1544";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 426-57 ";NA;"SK Networks Co. , Ltd. Nambu Gas Station ";2003-10-01;NA
"1545";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 8 -ga 86 ";" Seoul Yeongdeungpo-gu 169 Yeongjung-ro ( Yeongdeungpo-dong 8 -ga )";"SK Networks Co., Ltd. Dangsan Gas Station ";2003-10-01;"20120730"
"1546";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 26-1 ";" Seoul Yeongdeungpo-gu 37 Gukjegeumyung - ro 2- gil ( Yeouido-dong )";"SK Networks Co., Ltd. Yeouido Gas Station ";2003-10-01;NA
"1547";" Open / Normal ";" Seoul Songpa-gu Bangi-dong 132-1";" Seoul Songpa-gu 38 Wiryeseong-daero 12- gil ( Bangi-dong )";" Bangi Gas Station ";2003-10-02;NA
"1548";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 2- ga 19-1";" Seoul Seongdong-gu 129 Dongil-ro ( Seongsu-dong 2- ga )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Hyojin Gas Station ";2003-10-02;NA
"1549";" Open / Normal ";" Seoul Seongdong-gu Yongdap-dong 236-1";" Seoul Seongdong-gu 446 Cheonho-daero ( Yongdap- dong )";"SK Energy Co. , Ltd. Gunja - dong Gas Station ";2003-10-02;NA
"1550";" Closed ";" Seoul Metropolitan City Seongdong-gu Yongdap-dong 2-3 ";" Seoul Seongdong-gu 320 Cheonho-daero ( Yongdap-dong )";"SK Networks Co. , Ltd. Jangan Gas Station ";2003-10-02;"20080831"
"1551";" Closed ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 68-5 ";" Seoul Gangnam-gu 27 Eonju-ro 147- gil ( Nonhyeon-dong )";" Sebang Petroleum ";2003-10-02;NA
"1552";" Closed ";" Seoul Metropolitan City Songpa-gu Samjeon-dong 7-8";" Seoul Songpa-gu 199 Baekje Gobun-ro ( Samjeon-dong )";" Seonwoo Corp. Samjeon Gas Station ";2003-10-02;"2023-06-07"
"1553";" Closed ";" Seoul Metropolitan City Songpa-gu Bangi-dong 110-13 ";" Seoul Songpa-gu 165 Ogeum- ro ( Bangi-dong )";" SK Networks Co. , Ltd. Atom Gas Station ";2003-10-02;NA
"1554";" Closed ";" Seoul Metropolitan City Seongdong-gu Majang-dong 522-6";" Seoul Seongdong-gu Gosanja-ro 348 ( Majang-dong )";" Gyeongjin Gas Station ";2003-10-02;"20220704"
"1555";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 62-7 ";" Seoul Gangbuk-gu 75 Dobong-ro ( Mia-dong )";" Saehan Gas Station ";2003-10-04;NA
"1556";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 62-7";" Seoul Gangbuk-gu 75 Dobong-ro ( Mia-dong )";" Directly managed by Hyundai Oilbank Co. , Ltd. Saehan Self Gas Station ";2003-10-04;"20220608"
"1557";" Open / Normal ";" Seoul Gangnam-gu Daewoo Dioville , 720-25 Yeoksam -dong Yeoksam No. 917 ";" Seoul Gangnam-gu 427 Eonju-ro ( Yeoksam-dong , Daewoo Dioville) Yeoksam No. 917 )";" Y &Tech Co., Ltd. ";2003-10-21;NA
"1558";" Closed ";" Seoul Metropolitan City Gangbuk-gu Suyu-dong 400-38 4 cans 4 and a half ";" Seoul Gangbuk-gu 360 Samyang-ro ( Suyu-dong )";" Hyundai Petrochemical ";2003-10-24;NA
"1559";" Closed ";" Seoul Metropolitan City Yongsan-gu Cheongpa-dong 3 -ga 107-27 7th Tong 6th class ";" Seoul Yongsan-gu 31 Cheongpa- ro 43- gil ( Cheongpa-dong 3- ga )";"SK Petroleum Sales Center ";2003-10-28;"20210818"
"1560";" Closed ";" Seoul Metropolitan City Gangseo-gu Hwagok-dong 471-9";" Seoul Gangseo-gu 13 Deungchon- ro , 46 Ba- gil ( Hwagok-dong )";"OK Oil ";2003-10-30;"2023-03-31"
"1561";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Dangsan-dong 6 -ga 121-102 ";NA;" Seongjo ";2003-11-03;"20160309"
"1562";" Closed ";" Seoul Metropolitan City Gangseo-gu Gonghang-dong 14-101 ";" Seoul Gangseo-gu 26 Banghwa-daero 21- gil ( Gonghang-dong )";" Heungkuk Energy ";2003-11-04;NA
"1563";" Closed ";" Seoul Metropolitan City Songpa-gu Macheon-dong 14-19 ";" Seoul Songpa-gu 26 Seongnaecheon-ro 23- gil ( Macheon-dong )";" Best Oil ";2003-11-05;"20090615"
"1564";" Closed ";" Seoul Metropolitan City Nowon-gu 169-205 Sanggye-dong ";" Seoul Nowon-gu Hangulbiseok- ro 23- gil 21 ( Sanggye-dong )";" new Hanyang Petroleum ";2003-11-10;NA
"1565";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 5 -ga 26-8 ";" Seoul Yeongdeungpo-gu 127 Yangpyeong-ro ( Yangpyeong-dong 5- ga )";" Garden industry ";2003-11-14;"20160309"
